Gene ID	source_id	Gene Name or Symbol	sense - male gametocyte - unique only	sense - female gametocyte - unique only	sense - male gametocyte	sense - female gametocyte
PF3D7_1445400	PF3D7_1445400.1	CLK1	152.97	165.36	152.97	165.36
PF3D7_1445500	PF3D7_1445500.1	N/A	25.09	48.39	25.09	48.45
PF3D7_1445600	PF3D7_1445600.1	N/A	54.83	15.09	54.83	15.09
PF3D7_1445700	PF3D7_1445700.1	N/A	108.27	92.4	108.27	92.4
PF3D7_1445800	PF3D7_1445800.1	N/A	7.02	4.2	7.02	4.2
PF3D7_1445900	PF3D7_1445900.1	DDX17	240.31	119.07	240.31	119.07
PF3D7_1446000	PF3D7_1446000.1	N/A	0.9	0	0.9	0
PF3D7_1446100	PF3D7_1446100.1	N/A	11.45	200.41	11.45	200.41
PF3D7_1446200	PF3D7_1446200.1	LAP	12.78	0.41	12.78	0.41
PF3D7_1446300	PF3D7_1446300.1	N/A	64.94	17.8	64.94	17.8
PF3D7_1446400	PF3D7_1446400.1	pdhB	15.14	11.8	15.14	11.8
PF3D7_1446500	PF3D7_1446500.1	NUP313	63.87	19.05	64.33	19.05
PF3D7_1446600	PF3D7_1446600.1	CEN2	213.42	717.72	213.42	717.72
PF3D7_1446700	PF3D7_1446700.1	AKIT4	62.14	68.67	62.14	68.67
PF3D7_1446800	PF3D7_1446800.1	HDP	41.25	50.9	41.25	50.9
PF3D7_1446900	PF3D7_1446900.1	N/A	9.91	141.02	9.91	141.06
PF3D7_1447000	PF3D7_1447000.1	N/A	105.97	119.57	105.97	119.57
PF3D7_1447100	PF3D7_1447100.1	N/A	34.83	168.82	34.83	168.82
PF3D7_1447200	PF3D7_1447200.1	N/A	179.79	883.8	179.79	883.8
PF3D7_1447300	PF3D7_1447300.1	N/A	2.31	2.34	2.31	2.34
PF3D7_1447400	PF3D7_1447400.1	N/A	12.94	89.85	12.94	89.85
PF3D7_1447500	PF3D7_1447500.1	IMC20	3.03	0.37	3.03	0.37
PF3D7_1447600	PF3D7_1447600.1	N/A	76.21	3904.17	76.21	3908.54
PF3D7_1447700	PF3D7_1447700.1	N/A	13.1	12.32	13.1	12.32
PF3D7_1447800	PF3D7_1447800.1	N/A	29.14	37.71	29.14	37.71
PF3D7_1447900	PF3D7_1447900.1	MDR2	14.29	14.64	14.29	14.64
PF3D7_1448000	PF3D7_1448000.1	UTP12	14.61	18.09	14.61	18.09
PF3D7_1448100	PF3D7_1448100.1	N/A	24.3	9.68	24.3	9.68
PF3D7_1448200	PF3D7_1448200.1	CAPG2	236.53	10.61	246.52	10.61
PF3D7_1448300	PF3D7_1448300.1	N/A	46.06	36.43	50.44	36.43
PF3D7_1448400	PF3D7_1448400.1	HRD3	33.43	42.18	33.43	42.18
PF3D7_1448500	PF3D7_1448500.1	N/A	170.52	42.02	171.58	42.26
PF3D7_1448600	PF3D7_1448600.1	VTI1	76.39	520.74	76.39	520.74
PF3D7_1448700	PF3D7_1448700.1	N/A	32.59	21.11	32.59	21.11
PF3D7_1448800	PF3D7_1448800.1	N/A	38.37	196.83	38.37	196.83
PF3D7_1448900	PF3D7_1448900.1	SDHC	16.8	249.82	16.8	250.78
PF3D7_1449000	PF3D7_1449000.1	GEST	72.29	56.15	72.29	56.15
PF3D7_1449100	PF3D7_1449100.1	N/A	312.12	27.53	312.12	27.53
PF3D7_1449200	PF3D7_1449200.1	N/A	13.58	19.81	13.58	19.81
PF3D7_1449300	PF3D7_1449300.1	BRF1	4.83	8.82	4.83	8.82
PF3D7_1449400	PF3D7_1449400.1	MUS81	22.44	0.7	22.44	0.7
PF3D7_1449500	PF3D7_1449500.1	ApiAP2	77.68	62.28	77.72	62.28
PF3D7_1449600	PF3D7_1449600.1	N/A	10.16	29.71	10.16	29.71
PF3D7_1449700	PF3D7_1449700.1	RRP6	29.29	12.89	29.29	12.89
PF3D7_1449800	PF3D7_1449800.1	N/A	22.26	7.88	22.26	7.88
PF3D7_1449900	PF3D7_1449900.1	N/A	43.73	83.2	43.73	83.2
PF3D7_1450000	PF3D7_1450000.1	N/A	58.74	15.06	58.74	15.06
PF3D7_1450100	PF3D7_1450100.1	SRP54	46.98	36.77	46.98	36.77
PF3D7_1450200	PF3D7_1450200.1	N/A	20.76	15.25	20.76	15.25
PF3D7_1450300	PF3D7_1450300.1	CPR	12.85	11.35	12.85	11.35
PF3D7_1450400	PF3D7_1450400.1	N/A	28.25	19.2	28.25	19.2
PF3D7_1450500	PF3D7_1450500.1	N/A	49.33	48.88	49.33	48.88
PF3D7_1450600	PF3D7_1450600.1	N/A	46.16	10.44	46.16	10.44
PF3D7_1450700	PF3D7_1450700.1	N/A	200.18	513.39	200.18	513.39
PF3D7_1450800	PF3D7_1450800.1	N/A	0.53	5.44	0.53	5.44
PF3D7_1450900	PF3D7_1450900.1	N/A	0.5	11.52	0.5	11.52
PF3D7_1451000	PF3D7_1451000.1	N/A	21.65	16.85	21.65	16.85
PF3D7_1451100	PF3D7_1451100.1	eEF2	123.94	185.42	123.94	185.42
PF3D7_1451200	PF3D7_1451200.1	N/A	46.39	66.7	46.39	66.7
PF3D7_1451300	PF3D7_1451300.1	NSE2	62.28	52.91	62.6	53.65
PF3D7_1451400	PF3D7_1451400.1	Sir2B	7.33	5.08	7.41	5.14
PF3D7_1451500	PF3D7_1451500.1	N/A	7.47	1.73	7.47	1.73
PF3D7_1451600	PF3D7_1451600.1	LAP5	11.7	124.9	11.7	124.9
PF3D7_1451700	PF3D7_1451700.1	CNB	169.06	26.22	169.06	26.22
PF3D7_1451800	PF3D7_1451800.1	SORTLR	49.53	480.74	49.53	480.74
PF3D7_1451900	PF3D7_1451900.1	TSR1	22.12	12.69	22.12	12.69
PF3D7_1452000	PF3D7_1452000.1	RON2	4.78	0.42	4.78	0.42
PF3D7_1452100	PF3D7_1452100.1	LRR3	9.41	41.83	9.41	41.83
PF3D7_1452200	PF3D7_1452200.1	N/A	0.52	6.91	0.52	6.91
PF3D7_1452300	PF3D7_1452300.1	DER1-1	3.35	3.77	3.35	3.77
PF3D7_1452400	PF3D7_1452400.1	N/A	141	114.36	153.94	121.32
PF3D7_1452500	PF3D7_1452500.1	STX6	25.46	54.71	25.46	54.94
PF3D7_1452600	PF3D7_1452600.1	N/A	16.28	8.58	16.28	8.58
PF3D7_1452700	PF3D7_1452700.1	N/A	269.04	84.19	269.33	84.4
PF3D7_1452800	PF3D7_1452800.1	N/A	240.26	16.31	240.34	16.54
PF3D7_1452900	PF3D7_1452900.1	N/A	7.28	123.87	7.28	123.87
PF3D7_1453000	PF3D7_1453000.1	N/A	9.64	21.94	9.64	21.94
PF3D7_1453100	PF3D7_1453100.1	N/A	4.49	57.08	4.49	57.08
PF3D7_1453200	PF3D7_1453200.1	N/A	11.01	19.4	11.01	19.44
PF3D7_1453300	PF3D7_1453300.1	N/A	11.19	12.47	11.19	12.47
PF3D7_1453400	PF3D7_1453400.1	N/A	31.02	9	31.02	9
PF3D7_1453500	PF3D7_1453500.1	NTH	26.55	875.69	26.55	875.69
PF3D7_1453600	PF3D7_1453600.1	N/A	4.88	1.9	4.88	1.9
PF3D7_1453700	PF3D7_1453700.1	P23	482.7	332.69	483.17	332.81
PF3D7_1453800	PF3D7_1453800.1	GluPho	37.92	9.34	37.92	9.34
PF3D7_1453900	PF3D7_1453900.1	N/A	21.79	22.03	21.79	22.03
PF3D7_1454000	PF3D7_1454000.1	N/A	72.23	54.06	72.23	54.06
PF3D7_1454100	PF3D7_1454100.1	N/A	9.69	13.72	9.69	13.72
PF3D7_1454200	PF3D7_1454200.1	N/A	5.31	4.3	5.31	4.3
PF3D7_1454300	PF3D7_1454300.1	KIN	37.22	24.19	37.22	24.19
PF3D7_1454400	PF3D7_1454400.1	APP	39.23	69.75	39.23	69.75
PF3D7_1454500	PF3D7_1454500.1	ISCU	97.45	93.94	97.45	93.94
PF3D7_1454600	PF3D7_1454600.1	N/A	82.51	58.28	82.51	58.28
PF3D7_1454700	PF3D7_1454700.1	6PGD	62.96	68.6	62.96	68.6
PF3D7_1454800	PF3D7_1454800.1	N/A	27.9	1010.97	27.9	1010.97
PF3D7_1454900	PF3D7_1454900.1	N/A	131.12	4543.18	131.12	4543.18
PF3D7_1455000	PF3D7_1455000.1	PPM3	70.94	66.35	78.4	67.99
PF3D7_1455100	PF3D7_1455100.1	PTP1	419.38	67.41	436.35	70.7
PF3D7_1455200	PF3D7_1455200.1	N/A	146.54	38.43	146.7	38.86
PF3D7_1455300	PF3D7_1455300.1	N/A	8.53	46.53	8.53	46.9
PF3D7_1455400	PF3D7_1455400.1	HlyIII	41.07	75.55	41.07	75.55
PF3D7_1455500	PF3D7_1455500.1	N/A	27.98	21.55	27.98	21.55
PF3D7_1455600	PF3D7_1455600.1	FER2	0.89	0.35	0.89	0.35
PF3D7_1455700	PF3D7_1455700.1	N/A	33.18	17.59	33.18	17.59
PF3D7_1455800	PF3D7_1455800.1	CCp2	17.79	134.49	17.79	134.49
PF3D7_1455900	PF3D7_1455900.1	PPRD	30.03	14.15	30.03	14.15
PF3D7_1456000	PF3D7_1456000.1	AP2-HC	82.54	8.94	83.28	8.94
PF3D7_1456100	PF3D7_1456100.1	SHMT	0.74	2.21	0.74	2.21
PF3D7_1456200	PF3D7_1456200.1	N/A	1.75	2.96	1.75	2.96
PF3D7_1456300	PF3D7_1456300.1	N/A	13.74	2.98	13.74	2.98
PF3D7_1456400	PF3D7_1456400.1	N/A	311.86	29.25	311.86	29.25
PF3D7_1456500	PF3D7_1456500.1	N/A	134.03	118.31	134.03	118.31
PF3D7_1456600	PF3D7_1456600.1	N/A	1	4.92	1	4.92
PF3D7_1456700	PF3D7_1456700.1	N/A	97.21	21.47	97.21	21.47
PF3D7_1456800	PF3D7_1456800.1	VP1	2.01	0.74	2.01	0.74
PF3D7_1456900	PF3D7_1456900.1	N/A	5.4	4.51	5.4	4.51
PF3D7_1457000	PF3D7_1457000.1	SPP	93.24	503.18	93.29	503.18
PF3D7_1457100	PF3D7_1457100.1	N/A	43.57	667.6	43.57	667.6
PF3D7_1457200	PF3D7_1457200.1	TRX1	203.04	230.19	203.04	230.19
PF3D7_1457300	PF3D7_1457300.1	N/A	9.68	17.11	9.68	17.11
PF3D7_1457400	PF3D7_1457400.1	N/A	32.89	11.69	32.89	11.69
PF3D7_1457500	PF3D7_1457500.1	VPS4	5.33	64.14	5.33	64.14
PF3D7_1457600	PF3D7_1457600.1	N/A	22.92	22.17	22.92	22.17
PF3D7_1457700	PF3D7_1457700.1	N/A	17.08	16.73	17.08	16.73
PF3D7_1457800	PF3D7_1457800.1	N/A	151.84	35.91	151.84	35.91
PF3D7_1457900	PF3D7_1457900.1	N/A	51.63	47.58	51.63	47.58
PF3D7_1458000	PF3D7_1458000.1	FP1	41.02	21.16	41.06	21.16
PF3D7_1458100	PF3D7_1458100.1	PET117	51.59	21.79	51.93	21.79
PF3D7_1458200	PF3D7_1458200.1	N/A	32.82	7.89	33.1	7.89
PF3D7_1458300	PF3D7_1458300.1	N/A	29.78	15.22	29.78	15.22
PF3D7_1458400	PF3D7_1458400.1	ADCL	12.73	1.39	12.73	1.39
PF3D7_1458500	PF3D7_1458500.1	SAS4	275.04	27.37	275.12	27.37
PF3D7_1458600	PF3D7_1458600.1	N/A	31.5	10.95	31.59	10.95
PF3D7_1458700	PF3D7_1458700.1	N/A	143.65	13.75	143.65	13.75
PF3D7_1458800	PF3D7_1458800.1	N/A	22.51	4.24	22.51	4.24
PF3D7_1458900	PF3D7_1458900.1	TVP23	19.68	22.54	19.68	22.54
PF3D7_1459000	PF3D7_1459000.1	DBP5	73.85	66.19	73.85	66.19
PF3D7_1459100	PF3D7_1459100.1	N/A	28.27	8.19	28.27	8.19
PF3D7_1459200	PF3D7_1459200.1	N/A	21.53	12.09	21.53	12.09
PF3D7_1459300	PF3D7_1459300.1	N/A	15.16	8.21	15.16	8.21
PF3D7_1459400	PF3D7_1459400.1	N/A	0.78	4.09	0.78	4.09
PF3D7_1459500	PF3D7_1459500.1	N/A	1.88	0.22	1.88	0.22
PF3D7_1459600	PF3D7_1459600.1	N/A	48.86	21.91	48.86	21.91
PF3D7_1459700	PF3D7_1459700.1	N/A	26.03	85.38	26.09	86.79
PF3D7_1459800	PF3D7_1459800.1	N/A	157.05	421.32	157.05	421.32
PF3D7_1459900	PF3D7_1459900.1	N/A	0.39	4.54	0.47	4.54
PF3D7_1460000	PF3D7_1460000.1	HCS2	3.72	7.74	3.72	7.74
PF3D7_1460100	PF3D7_1460100.1	FCP	5.08	25.62	5.08	25.62
PF3D7_1460200	PF3D7_1460200.1	N/A	5.67	41.52	5.67	41.52
PF3D7_1460300	PF3D7_1460300.1	RPL29	129.56	177.44	129.56	177.44
PF3D7_1460400	PF3D7_1460400.1	UCHL3	78.12	121.89	78.12	122.14
PF3D7_1460500	PF3D7_1460500.1	N/A	36.53	2.71	37.22	2.79
PF3D7_1460600	PF3D7_1460600.1	ISP3	6.75	59.88	6.75	59.88
PF3D7_1460700	PF3D7_1460700.1	RPL27	350.76	353.44	350.76	353.44
PF3D7_1460800	PF3D7_1460800.1	SNAPC3	68.12	32.63	68.12	32.63
PF3D7_1460900	PF3D7_1460900.1	ARPS10	40.91	47.49	42.26	48.33
PF3D7_1460900	PF3D7_1460900.2	ARPS10	40.91	47.49	42.26	48.33
PF3D7_1461000	PF3D7_1461000.1	N/A	63.11	27.85	67.42	28.36
PF3D7_1461100	PF3D7_1461100.1	N/A	126.09	29.17	128.17	29.32
PF3D7_1461200	PF3D7_1461200.1	IMP3	69.96	78.81	69.96	79.15
PF3D7_1461300	PF3D7_1461300.1	N/A	132.97	119.81	132.97	119.81
PF3D7_1461400	PF3D7_1461400.1	N/A	52.18	1966.6	52.18	1966.6
PF3D7_1461500	PF3D7_1461500.1	MND1	13.6	335.01	14.46	345.68
PF3D7_1461600	PF3D7_1461600.1	SF3B2	99.31	38.84	99.31	38.84
PF3D7_1461700	PF3D7_1461700.1	N/A	160.54	1202.16	160.54	1208.11
PF3D7_1461800	PF3D7_1461800.1	N/A	103.56	118.32	108.14	126.93
PF3D7_1461900	PF3D7_1461900.1	N/A	8.64	19.48	8.64	19.48
PF3D7_1462000	PF3D7_1462000.1	TLP1	156.99	7	156.99	7
PF3D7_1462100	PF3D7_1462100.1	N/A	8.73	4.81	8.73	4.81
PF3D7_1462200	PF3D7_1462200.1	N/A	37.39	14.35	37.39	14.35
PF3D7_1462300	PF3D7_1462300.1	N/A	32.46	21.36	32.46	21.36
PF3D7_1462400	PF3D7_1462400.1	N/A	11.57	23.84	11.71	25.19
PF3D7_1462500	PF3D7_1462500.1	N/A	308.1	8.11	308.79	8.11
PF3D7_1462600	PF3D7_1462600.1	N/A	111.66	6.01	111.66	6.01
PF3D7_1462700	PF3D7_1462700.1	CYT1	94.02	264.72	94.02	264.72
PF3D7_1462800	PF3D7_1462800.1	GAPDH	511.84	25.12	511.84	25.12
PF3D7_1462900	PF3D7_1462900.1	N/A	7.62	4.93	7.62	4.93
PF3D7_1463000	PF3D7_1463000.1	MED20	5.85	153.61	5.85	153.61
PF3D7_1463100	PF3D7_1463100.1	N/A	14.06	0	14.06	0
PF3D7_1463200	PF3D7_1463200.1	RFC3	141.14	15.91	141.14	15.91
PF3D7_1463300	PF3D7_1463300.1	N/A	65.31	6.76	65.36	6.76
PF3D7_1463400	PF3D7_1463400.1	N/A	34.5	7.62	34.55	7.62
PF3D7_1463500	PF3D7_1463500.1	N/A	11.05	10.32	11.05	10.32
PF3D7_1463600	PF3D7_1463600.1	N/A	7.74	7.26	7.74	7.26
PF3D7_1463700	PF3D7_1463700.1	CYC1	14.55	41.58	14.55	41.58
PF3D7_1463800	PF3D7_1463800.1	N/A	23.25	16.05	23.25	16.05
PF3D7_1463900	PF3D7_1463900.1	RON11	3.74	2.72	3.74	2.72
PF3D7_1464000	PF3D7_1464000.1	N/A	50.61	71.71	50.61	71.71
PF3D7_1464100	PF3D7_1464100.1	N/A	5.01	2.13	5.01	2.13
PF3D7_1464200	PF3D7_1464200.1	ZFP	62.74	12.57	62.74	12.57
PF3D7_1464300	PF3D7_1464300.1	N/A	178.18	0.29	178.18	0.29
PF3D7_1464400	PF3D7_1464400.1	N/A	26.76	43.1	26.76	43.1
PF3D7_1464500	PF3D7_1464500.1	N/A	15.91	13.69	16.01	13.69
PF3D7_1464600	PF3D7_1464600.1	UIS2	85.34	69.21	85.55	69.21
PF3D7_1464700	PF3D7_1464700.1	N/A	99.58	32.97	99.58	32.97
PF3D7_1464800	PF3D7_1464800.1	N/A	333.45	0.44	344.89	0.44
PF3D7_1464900	PF3D7_1464900.1	N/A	62.1	36.35	62.1	36.35
PF3D7_1465000	PF3D7_1465000.1	COX6A	75.19	54.37	75.19	54.37
PF3D7_1465100	PF3D7_1465100.1	COG6	8.55	3.1	8.55	3.1
PF3D7_1465200	PF3D7_1465200.1	MED4	11.7	6.52	11.7	6.52
PF3D7_1465300	PF3D7_1465300.1	N/A	10.16	13.76	10.19	13.76
PF3D7_1465400	PF3D7_1465400.1	N/A	69.22	24.04	69.22	24.04
PF3D7_1465500	PF3D7_1465500.1	K2	41.1	3.8	41.1	3.8
PF3D7_1465600	PF3D7_1465600.1	N/A	526.01	47.87	526.99	51.17
PF3D7_1465700	PF3D7_1465700.1	PM8	57.74	935.35	58.88	954.57
PF3D7_1465800	PF3D7_1465800.1	N/A	116.79	8.59	116.79	8.59
PF3D7_1465900	PF3D7_1465900.1	N/A	208.09	546.87	208.09	546.87
PF3D7_1466000	PF3D7_1466000.1	N/A	23.36	779.7	23.36	785.98
PF3D7_1466100	PF3D7_1466100.1	PPKL	5.72	208.03	5.72	208.03
PF3D7_1466200	PF3D7_1466200.1	HDP1	204.56	27.73	215.51	28.96
PF3D7_1466300	PF3D7_1466300.1	RPN2	74.16	107.13	74.16	107.13
PF3D7_1466400	PF3D7_1466400.1	ApiAP2	64.32	9.47	64.32	9.47
PF3D7_1466500	PF3D7_1466500.1	N/A	130.54	1699	130.98	1708.65
PF3D7_1466600	PF3D7_1466600.1	N/A	2825.4	106.15	2825.4	106.15
PF3D7_1466700	PF3D7_1466700.1	NIP7	94.82	7.78	94.82	7.78
PF3D7_1466800	PF3D7_1466800.1	N/A	19.05	307.57	19.05	307.57
PF3D7_1466900	PF3D7_1466900.1	N/A	30.12	33.87	30.16	34.56
PF3D7_1467000	PF3D7_1467000.1	N/A	10.66	48.27	10.66	48.27
PF3D7_1467100	PF3D7_1467100.1	MAG	12.06	1.22	12.06	1.22
PF3D7_1467200	PF3D7_1467200.1	WDR79	19.97	2.96	19.97	2.96
PF3D7_1467300	PF3D7_1467300.1	DXR	1.54	3.4	1.54	3.4
PF3D7_1467400	PF3D7_1467400.1	RPL22	31.13	9.9	31.13	9.9
PF3D7_1467500	PF3D7_1467500.1	N/A	21.23	13.09	21.23	13.09
PF3D7_1467600	PF3D7_1467600.1	N/A	142.59	319.45	152.75	348.04
PF3D7_1467700	PF3D7_1467700.1	N/A	23.1	27.88	23.1	27.88
PF3D7_1467800	PF3D7_1467800.1	N/A	46.07	20.12	46.07	20.12
PF3D7_1467900	PF3D7_1467900.1	N/A	263.9	79.19	263.9	79.19
PF3D7_1468000	PF3D7_1468000.1	N/A	548.31	3.07	548.34	3.07
PF3D7_1468100	PF3D7_1468100.1	MORC	155.68	84.96	155.7	84.96
PF3D7_1468200	PF3D7_1468200.1	TLS1	191.31	27.19	191.31	27.19
PF3D7_1468300	PF3D7_1468300.1	LRR14.1	304.77	2.99	304.77	2.99
PF3D7_1468400	PF3D7_1468400.1	CZIF1	32.7	6.69	32.7	6.69
PF3D7_1468500	PF3D7_1468500.1	DER1-1	133.05	40.08	133.05	40.31
PF3D7_1468600	PF3D7_1468600.1	N/A	102.98	1.94	102.98	1.94
PF3D7_1468700	PF3D7_1468700.1	eIF4A	299.1	214.37	299.1	214.37
PF3D7_1468800	PF3D7_1468800.1	U2AF2	863.31	75.05	863.31	75.05
PF3D7_1468900	PF3D7_1468900.1	N/A	22.12	8.91	22.12	8.91
PF3D7_1469000	PF3D7_1469000.1	IF1	15.81	14.12	15.81	14.12
PF3D7_1469100	PF3D7_1469100.1	N/A	31.43	92.62	31.43	92.62
PF3D7_1469200	PF3D7_1469200.1	SHLP1	3.92	35.34	3.92	35.34
PF3D7_1469300	PF3D7_1469300.1	PNO1	8.68	22.37	8.68	22.37
PF3D7_1469400	PF3D7_1469400.1	NT3	13.38	38.19	13.38	38.19
PF3D7_1469500	PF3D7_1469500.1	N/A	1.2	0.81	1.2	0.81
PF3D7_1469600	PF3D7_1469600.1	ACC	7.36	51.35	7.38	51.35
PF3D7_1469700	PF3D7_1469700.1	MED6	38.06	63.23	38.91	63.23
PF3D7_1469800	PF3D7_1469800.1	MED22	200.55	434.25	200.55	434.25
PF3D7_1469900	PF3D7_1469900.1	MGET	44577.42	794.5	44588.94	794.5
PF3D7_1470000	PF3D7_1470000.1	ATG12	41.86	22.37	41.86	22.37
PF3D7_1470100	PF3D7_1470100.1	N/A	39.77	4.55	40.05	4.55
PF3D7_1470200	PF3D7_1470200.1	N/A	77.54	33.98	77.54	33.98
PF3D7_1470300	PF3D7_1470300.1	N/A	96.75	45.11	96.75	45.11
PF3D7_1470400	PF3D7_1470400.1	MPC2	62.35	112.53	62.35	112.65
PF3D7_1470500	PF3D7_1470500.1	PDEdelta	225.04	403.69	225.04	403.69
PF3D7_1470600	PF3D7_1470600.1	RAP21	57.52	32.29	57.62	32.29
PF3D7_1470700	PF3D7_1470700.1	N/A	72.07	48.45	72.07	48.45
PF3D7_1470800	PF3D7_1470800.1	N/A	43.84	43.6	43.84	43.6
PF3D7_1470900	PF3D7_1470900.1	N/A	34.92	63.97	34.92	63.97
PF3D7_1470950	PF3D7_1470950.1	N/A	1102.24	115.42	1102.24	115.42
PF3D7_1471000	PF3D7_1471000.1	RCL1	21.36	9.04	21.36	9.04
PF3D7_1471100	PF3D7_1471100.1	EXP2	15.95	7.71	15.95	7.71
PF3D7_1471200	PF3D7_1471200.1	SulP	208.4	46.59	208.4	46.59
PF3D7_1471300	PF3D7_1471300.1	N/A	8.31	5.05	8.31	5.05
PF3D7_1471400	PF3D7_1471400.1	N/A	68.16	25.67	68.16	25.67
PF3D7_1471500	PF3D7_1471500.1	TMEM43	74.06	341.8	74.06	341.8
PF3D7_1471600	PF3D7_1471600.1	APR2	52.65	1524.52	52.65	1524.56
PF3D7_1471700	PF3D7_1471700.1	N/A	75.61	1728.09	75.61	1728.09
PF3D7_1471800	PF3D7_1471800.1	N/A	48.19	1356.97	48.19	1357.1
PF3D7_1471900	PF3D7_1471900.1	N/A	279.27	15.58	279.76	15.58
PF3D7_1472000	PF3D7_1472000.1	ISY1	228.41	85.1	228.41	85.1
PF3D7_1472100	PF3D7_1472100.1	YIP1	19.95	11.22	19.95	11.22
PF3D7_1472200	PF3D7_1472200.1	HDA1	122.03	38.33	122.24	38.48
PF3D7_1472300	PF3D7_1472300.1	N/A	42.9	100.13	44.07	100.58
PF3D7_1472400	PF3D7_1472400.1	N/A	29.08	18.11	29.08	18.11
PF3D7_1472500	PF3D7_1472500.1	N/A	364.08	150.14	364.3	150.31
PF3D7_1472600	PF3D7_1472600.1	PDI-14	44.84	38.23	44.96	38.32
PF3D7_1472700	PF3D7_1472700.1	N/A	22.8	130.98	22.8	131.46
PF3D7_1472800	PF3D7_1472800.1	N/A	118.55	170.41	118.55	170.41
PF3D7_1472900	PF3D7_1472900.1	N/A	14.14	18.27	14.14	18.27
PF3D7_1473000	PF3D7_1473000.1	N/A	0.56	0.42	0.56	0.42
PF3D7_1473100	PF3D7_1473100.1	N/A	17.55	13.18	17.55	13.18
PF3D7_1473200	PF3D7_1473200.1	N/A	128.29	44.19	128.29	44.19
PF3D7_1473300	PF3D7_1473300.1	N/A	221.91	2.59	221.95	2.59
PF3D7_1473400	PF3D7_1473400.1	N/A	33.54	8.8	33.54	8.8
PF3D7_1473500	PF3D7_1473500.1	N/A	18.67	6.36	18.67	6.36
PF3D7_1473600	PF3D7_1473600.1	N/A	21.06	2.17	21.4	2.17
PF3D7_1473700	PF3D7_1473700.1	NUP116	396	18.66	429.23	20.09
PF3D7_1473900	PF3D7_1473900.1	NUF1P1	32.38	11.39	32.38	11.39
PF3D7_1474000	PF3D7_1474000.1	N/A	252.72	8.67	252.72	8.67
PF3D7_1474100	PF3D7_1474100.1	N/A	13.69	7.24	13.69	7.24
PF3D7_1474200	PF3D7_1474200.1	N/A	51.99	3.94	51.99	3.94
PF3D7_1474300	PF3D7_1474300.1	N/A	38.05	29.88	38.05	29.88
PF3D7_1474400	PF3D7_1474400.1	N/A	1176.09	19.57	1176.93	19.57
PF3D7_1474500	PF3D7_1474500.1	SF3A1	93.11	19.31	93.11	19.31
PF3D7_1474600	PF3D7_1474600.1	VMP1	216.87	15.68	216.96	15.68
PF3D7_1474700	PF3D7_1474700.1	N/A	181.22	27.67	181.22	27.67
PF3D7_1474800	PF3D7_1474800.1	N/A	150.12	52.39	151.05	52.39
PF3D7_1474900	PF3D7_1474900.1	CITH	50.5	71.06	50.5	71.06
PF3D7_1475000	PF3D7_1475000.1	MED31	12.76	22.07	12.76	22.07
PF3D7_1475100	PF3D7_1475100.1	N/A	15.32	12.81	15.32	12.81
PF3D7_1475200	PF3D7_1475200.1	N/A	43.6	15.25	43.6	15.25
PF3D7_1475300	PF3D7_1475300.1	COX11	19.26	17.41	19.36	17.56
PF3D7_1475400	PF3D7_1475400.1	CRMP4	2.27	2.67	2.27	2.67
PF3D7_1475500	PF3D7_1475500.1	CCp1	5.4	108.01	5.4	108.01
PF3D7_1475600	PF3D7_1475600.1	BDP4	33.04	29.24	33.04	29.24
PF3D7_1475700	PF3D7_1475700.1	N/A	364.51	8.11	364.51	8.11
PF3D7_1475800	PF3D7_1475800.1	N/A	52.13	4.82	52.13	4.82
PF3D7_1475900	PF3D7_1475900.1	N/A	4.38	5.77	4.38	5.77
PF3D7_1476000	PF3D7_1476000.1	N/A	4.6	6.02	4.6	6.02
PF3D7_1476100	PF3D7_1476100.1	ETRAMP14.2	17.76	1.2	17.76	1.2
PF3D7_1476200	PF3D7_1476200.1	N/A	24.19	32.68	24.19	32.68
PF3D7_1476300	PF3D7_1476300.1	N/A	89.46	112.19	89.95	112.19
PF3D7_1476400	PF3D7_1476400.1	FIKK14	30.14	9.15	31.32	9.15
PF3D7_1476500	PF3D7_1476500.1	N/A	232.51	151.8	232.51	151.8
PF3D7_1476600	PF3D7_1476600.1	N/A	192.46	46.09	192.46	46.09
PF3D7_1476700	PF3D7_1476700.1	LPL1	11.71	137.34	12.15	138.2
PF3D7_1476800	PF3D7_1476800.1	LPL3	80.67	9.26	81.46	10.06
PF3D7_1476900	PF3D7_1476900.1	N/A	1.14	0.96	1.14	0.96
PF3D7_1477000	PF3D7_1477000.1	N/A	2.53	0.05	5.64	0.16
PF3D7_1477100	PF3D7_1477100.1	N/A	0.64	0	0.64	0
PF3D7_1477200	PF3D7_1477200.1	N/A	4.22	0	4.22	0
PF3D7_1477300	PF3D7_1477300.1	Pfg14-744	10.45	0.9	10.45	0.9
PF3D7_1477400	PF3D7_1477400.1	N/A	35.57	10.79	35.57	10.79
PF3D7_1477500	PF3D7_1477500.1	N/A	75.96	0.3	75.96	0.3
PF3D7_1477600	PF3D7_1477600.1	SURF14.1	18.2	0.42	28.96	2.82
PF3D7_1477700	PF3D7_1477700.1	Pfg14-748	934.86	4.17	934.86	4.17
PF3D7_1477800	PF3D7_1477800.1	ACBP	8.77	0	8.77	0
PF3D7_1477900	PF3D7_1477900.1	ACS1b	3.55	0.2	3.55	0.2
PF3D7_1478000	PF3D7_1478000.1	GEXP17	56.45	3.82	56.45	3.82
